Id,Name,Date,Rating,Popularity,Length,Tags
1360,Resort Boin,2007-03-16,7.08,1.47,Medium,"['Heroine with Big Breasts', 'Heroine with Swimsuits', 'Resort', 'Romance', 'Summer', 'ADV', 'Adult Heroine', 'Branching Plot', 'Clumsy Heroine', 'Dogs', 'Heroine with Sexual Experience', 'Heroine with Tan Lines', 'Loli Heroine', 'Male Protagonist', 'Modern Day', 'Modern Day Japan', 'Nympho Heroine']"
1361,Pastel Chime 3 Bind Seeker,2013-02-15,7.08,1.47,Long,"['Linear Plot', 'SRPG', 'Proactive Protagonist', 'Student Heroine', 'Combat Capable Friends', 'Curse', 'Episodic Story', 'Magic', 'Modern Day Setting in a Fictional World', 'ADV', 'Floating Textbox', 'Fantasy', 'Male Protagonist', 'Side Portraits', 'Fighting Heroine', 'Protagonist with a Face', 'Protagonist with Partial Voice Acting', 'Coodere Heroine', 'Deredere Heroine', 'Elf Heroine', 'Heroine with Glasses', 'High School Student Heroine', 'Mage Heroine', 'Map Movement', 'Skip Scenes', 'Other Perspectives']"
1362,Daisaimin,2013-01-25,6.71,1.47,Short,"['Arrogant Heroine', 'Unlockable Side Stories', 'High School Student Protagonist', 'Perverted Protagonist', 'Student Heroine', 'Adult Heroine', 'ADV', 'Heroine with Sexual Experience', 'Loli Heroine', 'Male Protagonist', 'Married Heroine', 'Mind Control', 'Naked Sprites', 'Oyakodon Ending', 'Student Council President Heroine', 'Tall Heroine', 'Teacher Heroine', 'Tomboy Heroine', 'Athlete Heroine', 'Bad Ending(s)', 'Unlockable Harem Ending']"
1363,Honoo no Haramase Motto! Hatsuiku! Shintai Sokutei 2,2015-02-27,7.12,1.46,Medium,"['Heroine with Big Breasts', 'Heroine with Huge Breasts', 'Deredere Heroine', 'Half-demon Heroine', 'Heroine with Zettai Ryouiki', 'Kunoichi Heroine', 'Male Protagonist', 'More Than Seven Heroines', 'Naked Sprites', 'Oppai Loli Heroine', 'Perverted Protagonist', ""Protagonist's Childhood Friend as a Heroine"", 'Stockings', 'Student Heroine', 'ADV', 'Nameable Protagonist', 'Catgirl Heroine', 'Clothing Damage', 'Date Display', 'Multiple Endings', 'Oyakodon Ending', ""Super Deformed CG's"", 'Marriage Ending']"
1364,LOVELY QUEST,2012-09-28,6.79,1.46,Medium,"['Forbidden Love', 'High School Student Heroine', ""Protagonist's Full Sister as a Heroine"", ""Protagonist's Younger Sister as a Heroine"", 'School Life Comedy', 'Siscon Protagonist', ""Protagonist's Childhood Friend as a Heroine"", 'White Haired Heroine', 'Yamato Nadeshiko Heroine', 'Fictional Modern Day Japanese Town', 'High School', 'Other Perspectives', 'Timed Choices', 'Unlockable Routes', 'Brocon Heroine', 'Deredere Heroine', 'Meaningless Choices', 'Romance', 'Twin Tail Heroine', 'Brief NVL Scenes', 'Normal Scene Recollection', 'Unlockable Side Stories', 'ADV', 'Branching Plot', 'Jump to Next Choice', 'Jump to Prior Choices', 'Multiple Endings', 'Side Portraits', 'Unlockable Bonus Content', 'Varied Title Screens']"
1365,Nachtigal,2013-11-04,6.45,1.46,Very short,"['Under the Same Roof', 'Otome Game', 'Vampire Hero', 'Western-style Castle', 'Castle', 'Vampire', 'ADV', 'Bad Endings with Story', 'Female Protagonist', 'Interracial/interspecies Romance', 'Dark Skinned Protagonist', 'Ending List', 'No Sexual Content', 'Bloody Scenes', 'Butler Hero', 'Europe', 'Hero with Gothic Look', 'Modern Day Europe', 'Multiple Endings', 'Music Recollection', 'Nameable Protagonist', 'No Opening Movie', 'Protagonist with a Face', 'Side Portraits', 'University Student Protagonist', 'Friendship', 'Threesome Ending', 'Bad Ending(s)']"
1366,Ima Sugu Onii-chan ni Imouto da tte Iitai!,2012-12-14,7.12,1.46,Medium,"['Cross-dressing', ""Protagonist's Younger Sister as a Heroine"", 'ADV', 'Adolescent Romance', 'No Sexual Content', 'Pure Love Story', 'Reverse Trap Heroine', 'Varying Ending Songs', 'Family', 'Romance', 'Protagonist with Partial Voice Acting', 'Central Heroine', 'Gentle Protagonist', 'Group of Friends', 'Modern Day Japan', 'Multiple Opening Movies', 'Only Good Endings', 'Pretending Heroine', 'Proactive Protagonist', ""Protagonist's Non-blood-related Sister as a Heroine"", 'School Life Comedy', 'Protagonist with a Face', 'Late Branching Plot', 'Multiple Credit Rolls', 'Multiple Endings', 'Multiple Songs', 'Music Recollection', 'Other Perspectives', 'Branching Plot']"
1367,Deka Chichi Muchi Shiri BBA Kishidan ~Rekisen no Onna Kishi mo Kyokon ni wa Katenai! Bakunyuu Bakushiri Mesu ni Ero Hidoi Koto Shihoudai no Zettai Chuusei Harem♪~,2019-03-29,6.02,1.46,Short,"['Adult Heroine', 'ADV', 'Colored Name-tags', 'Fictional World', 'Fighting Heroine', 'Heroine with Huge Breasts', 'Knight Heroine', 'Linear Plot', 'Meaningless Choices', 'Nameable Protagonist', 'No Opening Movie', 'Only Adult Heroines', 'Single Ending', 'Harem Ending', 'Heroine with Big Breasts', 'Heroine with Tattoo', 'Impregnation', 'Male Protagonist', 'Medieval Fantasy', 'Only Virgin Heroines', 'Perverted Protagonist', 'Pregnancy', 'Protagonist as the Only Male', 'Brief Branches Only', 'No ""Keep Voice on Click"" Option', 'Choices with 4 or More Options', 'Spelling Errors', 'Unoriginal Soundtrack']"
1368,Shoujo Dominance -Dokusen Yoku no Tsuyo Sugiru Manamusume Reina-,2020-07-22,6.25,1.46,Short,"['Father/Daughter Romance', 'Forbidden Love', 'Fathercon Heroine', ""Protagonist's Blood-related Daughter as a Heroine"", 'Only Virgin Heroines', 'Glasses Option', 'Only a Single Heroine', 'Only Blood-related Heroines', 'Adult Protagonist', 'ADV', 'Few Choices', 'Male Protagonist', 'Nameable Protagonist', 'Heroine with Big Breasts', 'Only Younger Heroines', 'Other Perspectives', 'Student Heroine', 'Widow(er) Protagonist', 'Naked Sprites', 'Incest Romance']"
1369,Liar Liar 2,2014-05-30,6.05,1.46,Very short,"['Flat Tints Only', 'More Than Seven Endings', 'ADV', 'Bloody Scenes', 'Other Perspectives', 'Yandere Protagonist', 'Bad Ending(s)', 'Protagonist with a Face', 'Protagonist with a Sprite', 'Choices from Other Perspectives', 'Multiple Endings', 'No Sexual Content', 'Yandere Heroine', 'High Amount of Bad Endings', 'One True End', 'Female Protagonist', 'Bad Endings with Story', 'Breaking the Fourth Wall', 'Early Branching Plot', 'Girl x Girl Romance', 'Gore', 'High School Student Protagonist', 'Lots of Choices', 'Male Protagonist', 'Player as a Character']"
1370,Kyonyuu Reijou MC Gakuen,2015-12-25,6.93,1.45,Medium,"['Mind Control', 'Impregnation', 'ADV', 'Completion Status Indicator', 'Cow Cosplay', 'Ejaculation Forewarner', 'Harem Ending', 'Heroine with a Braid', 'Heroine with Big Breasts', 'Heroine with Huge Breasts', 'Heroine with Tights', 'Heroine with Zettai Ryouiki', 'High School Student Heroine', 'Male Protagonist', 'Model Heroine', 'More Than Seven Endings', 'Multiple Endings', 'Naked Sprites', 'Nameable Protagonist', 'Ojousama Heroine', 'Only Virgin Heroines', 'Read Text Marking', 'Sprite Viewer', 'Student Council President Heroine', 'Student Heroine', 'Voiced Default Name']"
1371,Saint Dorei Gakuen 2,2021-02-26,7.36,1.45,Medium,"['ADV', 'Dark Skinned Heroine', 'Delinquent Heroine', 'Heroine with Big Breasts', 'Heroine with Glasses', 'Heroine with Huge Breasts', 'Heroine with Inverted Nipples', 'Heroine with Sexual Experience', 'Heroine with Small Breasts (Non-Loli)', 'Love Hotel', 'Male Protagonist', 'Naked Sprites', 'Navel Piercing', 'Perverted Heroine', 'Promiscuous Heroine', 'Slave Auction', 'Student Council President Heroine']"
1372,Bitch Gakuen ga Seijun na Hazu ga Nai!!?,2017-11-24,6.86,1.45,Medium,"['Heroine with Big Breasts', 'Nude Filter', ""Protagonist's Full Sister as a Heroine"", ""Protagonist's Older Sister as a Heroine"", ""Protagonist's Younger Sister as a Heroine"", 'Shimaidon Ending', 'Brocon Heroine', 'Church', 'Male Protagonist', 'More Than Seven Heroines', 'Varying Ending Songs', 'Adult Heroine', 'ADV', 'Bullying', 'Former All-girls School', 'Genius Heroine', 'Gyaru Heroine', 'Harem Ending', 'Heroine with Crotchless Clothing', 'Heroine with Sexual Experience', 'Multiple Credit Rolls', 'Multiple Endings', 'Unlockable Harem Ending']"
1373,Mankitsu Happening,2014-06-27,7.01,1.45,Medium,"['Male Protagonist', 'ADV', 'Co-worker Heroine', 'Heroine with Garter Belt', 'Heroine with Glasses', 'Heroine with Sexual Experience', 'Heroine with Zettai Ryouiki', 'Idol Heroine', 'Multiple Endings', 'Naked Sprites', 'Businesswoman Heroine', 'Heroine with Inverted Nipples', 'Stockings', 'Dark Skinned Heroine', 'Heroine with a Braid', 'Heroine with Ahoge', 'Heroine with Intake Hairstyle', 'Heroine with Tights']"
1374,Kanojo ga Mimai ni Konai Wake,2009-06-26,7.04,1.45,Medium,"['Central Heroine', 'Hospital', 'ADV', 'Male Protagonist', 'More Than Seven Endings', 'Other Perspectives', 'Protagonist in Relationship', ""Protagonist's Girlfriend as a Heroine"", 'Bad Endings with Story', 'Heroine with Sexual Experience', 'High Amount of Bad Endings', 'Multiple Endings', 'Nurse Heroine', 'Blackmail', 'Impregnation', 'Infidelity', 'Love Hotel', 'Mind Control', 'Modern Day Japan', 'One True End', 'Prostitution', ""Protagonist's Ex as a Heroine"", 'Unlockable Side Stories', 'Naked Sprites', 'Protagonist with a Face', 'Game Over']"
1375,Iyashinbo ~Sekai de Ichiban Suki na Hito~,2007-06-22,7.26,1.45,Medium,"['Mother/Son Romance', 'Only Adult Heroines', ""Protagonist's Blood-related Mother as a Heroine"", 'Shota Protagonist', ""Protagonist's Aunt as a Heroine"", 'Harem Ending', 'Adult Heroine', 'Multiple Endings', 'Under the Same Roof', 'ADV', 'Heroine with Chinese Dress', 'Male Protagonist', 'Office Lady Heroine', 'Perverted Heroine', 'Student Protagonist', 'Unlockable Harem Ending', 'Incest Romance', 'Mother Support Character', 'Heroine with Shorts']"
1376,Soukan Yuugi,2006-10-27,6.88,1.45,Short,"['Only Blood-related Heroines', ""Protagonist's Full Sister as a Heroine"", ""Protagonist's Older Sister as a Heroine"", 'Unlockable Harem Ending', 'Male Protagonist', 'Mother Support Character', ""Protagonist's Blood-related Mother as a Heroine"", 'Adult Heroine', 'Impregnation', 'ADV', 'Confinement', 'Heroine with Beauty Mark', 'Heroine with Zettai Ryouiki', 'Kissing Scene', 'Lots of Choices', 'Married Heroine', 'Naked Sprites', 'Shota Protagonist', 'Tsundere Heroine', 'Voiced Thoughts', 'Other Perspectives', 'Oyakodon Ending']"
1377,Gensou Kissa Enchanté,2019-10-10,7.57,1.45,Long,"['Cafe', 'Non-human Hero', 'Otome Game', 'Female Protagonist', 'Shopkeeper Protagonist', 'Adult Protagonist', 'ADV', 'Angel Hero', 'Bloody Scenes', 'Branching Plot', 'Built-in Encyclopedia', 'Fairy Hero', 'Flashback', 'Grandfather Support Character', 'Hero with Armor', 'Interracial/interspecies Romance', 'Maou Hero', 'Nakige', 'Only Adult Heroes', 'Other Perspectives', 'Proactive Protagonist', 'Protagonist with a Face', 'Nameable Protagonist', 'Voiced Default Name']"
1378,Tsuyokiss 3gakki,2011-03-31,6.96,1.45,Long,"['ADV', 'Male Protagonist', 'Date Display', 'Multiple Endings', 'School Life Comedy', 'Student Heroine', 'Bokukko Heroine', 'Branching Plot', 'Childishly Violent Heroine', 'Chinese Heroine', 'Coodere Heroine', 'Dark Skinned Heroine', 'Discipline Committee Leader Heroine', 'Foolish Friend', 'Foreigner Heroine', 'Hero(ine) Selection', 'Heroine With Kansai Accent', 'Heroine with Sexual Experience', 'Heroine with Sport Bloomers', 'High School Student Heroine', 'Protagonist with a Face', 'Unlockable Bonus Content', 'Unlockable Routes']"
1379,Love Esquire,2019-10-08,7.11,1.45,Long,"['Flat Tints Only', 'Romance', 'Sexual Innuendo', 'Male Protagonist', 'Past Setting in a Fictional World', 'ADV', 'Bad Ending(s)', 'Map Movement', 'More Than Seven Endings', ""Protagonist's Younger Sister as a Heroine"", 'Comedy', 'Multiple Endings', 'Non-Japanese Voice Acting', 'Princess Heroine', ""Protagonist's Non-blood-related Sister as a Heroine"", 'Adult Heroine', 'Adult Protagonist', 'Castle', 'Date Display', 'Dating Simulation', 'Fantasy', 'Farmer Heroine', 'Foreigner Heroine', 'Magic', 'Modifications', 'Music Recollection', 'Nameable Protagonist', 'RPG', 'SRPG', 'Turn Based Strategy Game']"
1380,Tiny Dungeon ~BLACK and WHITE~,2010-06-25,6.97,1.45,Medium,"['Few Choices', 'Deredere Heroine', 'Dual Wielding Swords', 'Duel', 'Fighting Heroine', 'Heroine with Ahoge', 'Imouto-type Heroine', 'Magic/ESP Combat', 'Sword Combat', 'Sword Wielding Heroine', 'Unarmed Combat', 'Unarmed Fighting Heroine', 'Under the Same Roof', 'Demon Heroine', 'Demons', 'Goddess Heroine', 'Game Over', 'Lots of Event CGs', 'ADV', 'Other Perspectives']"
1381,Isekai Sakaba no Sextet ~Vol.3 Postlude Days~,2021-03-18,6.65,1.45,Short,"['Heroine from a Different World', 'Highly Animated Sprites', 'Male Protagonist', 'Nameable Protagonist', 'Only Virgin Heroines', 'Polyamory', 'Priestess Heroine', 'Protagonist from a Different World', 'Tsundere Heroine', 'Unavoidable Harem Ending', 'Waitress Heroine', 'No ""Keep Voice on Click"" Option', 'Backlog Jump', 'Cook Protagonist', 'Donkan Protagonist', 'Fantasy', 'Heroine with Big Breasts', 'Multiple Endings', 'Music Recollection', 'No Opening Movie', 'Only Adult Heroines', 'Only One Bad Ending', 'Panchira', 'Protagonist with Sexual Experience', 'Read Text Marking', 'Unlockable Gallery']"
1382,Tears to Tiara II: Haou no Matsuei,2013-10-31,7.38,1.45,Very long,"['Protagonist with a Face', 'Turn Based Strategy Game', 'Goddess Heroine', 'Magic', 'SRPG', 'Strategy Game', 'War', 'No Sexual Content', 'Pragmatic Protagonist', 'Rebellion', 'ADV', 'Dragon', 'Fighting Heroine', 'Fighting Protagonist', 'Male Protagonist', 'Monsters', 'Multiple Songs', 'Politics', 'Protagonist with Voice Acting', 'Sword Combat', 'Sword Wielding Heroine', 'Trap Support Character', ""Protagonist that's Feigning Idiocy"", 'In Medias Res']"
1383,Ne no Kami - Kyou no Miyako to Futari no Hime Kishi - Kouhen,2016-12-29,6.96,1.44,Short,"['ADV', 'Sword Combat', 'Girl x Girl Romance Only', 'Fighting Protagonist', 'Urban Fantasy', '2000s', 'Built-in Encyclopedia', 'Combat Capable Friends', 'Demons', 'Heroine with Big Breasts', 'Lesbian Heroine', 'Life and Death Drama', 'Loli Support Character', 'Lots of Event CGs', 'Multiple Protagonists', 'Multiple Songs', 'Mystery', 'Other Perspectives', 'Perverted Heroine', 'Photographic Backgrounds', 'Protagonist with a Face', 'Protagonist with a Sprite', 'Summer', 'Sword Wielding Heroine', 'Unlockable Side Stories', 'Different Love Interest(s) Per Protagonist', 'Few Choices', ""Super Deformed CG's"", 'Unlockable Bonus Content']"
1384,Re;Lord Dai Ni Shou ~Cologne no Majo to Kuroneko~,2015-05-29,6.95,1.44,Medium,"['Strip Game', 'Clothing Damage', 'Linear Plot', 'Male Protagonist', 'Magic/ESP Combat', 'Action Game', 'Heroine with Flat Chest (Non-Loli)', 'Leader Protagonist', 'Other Perspectives', 'Proactive Protagonist', 'Samurai Heroine', 'Small Breast Sizes Heroine (Non-Loli)', 'Tactician Protagonist', 'War', 'White Haired Heroine', 'Witch Heroine', 'Protagonist with a Face', 'Protagonist with Voice Acting', 'ADV', 'Butler Support Character', 'Protagonist with Ahoge', 'RPG']"
1385,No One But You,2016-01-19,5.73,1.44,Short,"['High School', 'High School Student Heroine', 'Modern Day Japan', 'Only Virgin Heroines', 'Perverted Heroine', 'Student Heroine', 'Student Protagonist', 'ADV', 'Male Protagonist', 'Gamer Protagonist', 'Heroine with Glasses', 'High School Student Protagonist', 'Transfer Student Protagonist', 'Bad Endings with Story', 'Ponytail Heroine', 'Student Council President Heroine', 'White Haired Heroine', 'Multiple Endings', 'Branching Plot', 'Date Display', 'Protagonist with a Face', 'Bad Ending(s)', 'Music Recollection', 'Side Portraits', 'Protagonist with a Sprite', 'More Than Seven Endings', 'Choices with 4 or More Options', 'Meaningless Choices', 'Normal Scene Recollection', 'Unlockable Choices']"
1386,Realive,2019-03-29,7.07,1.44,Long,"['Genius Heroine', 'Gamer Heroine', 'Student Heroine', 'ADV', 'Branching Plot', 'Child Support Character', 'Heroine with Big Breasts', 'Heroine with Gothic Look', 'Heroine with Inverted Nipples', 'High School Student Heroine', 'High School Student Protagonist', 'Male Protagonist', 'Mischievous Heroine', 'Modern Tsundere Heroine', 'Mother Support Character', 'Multiple Endings', 'Multiple Route Mystery', 'Ojousama Heroine', 'Panchira', 'Protagonist with a Face', 'Nakige']"
1387,Furuiro Meikyuu Rondo ~Histoire de Destin~,2012-07-27,7.10,1.44,Long,"['Built-in Flowchart', 'Central Heroine', 'Male Protagonist', 'Protagonist with Partial Voice Acting', 'Linear Plot', 'Cafe', 'Life and Death Drama', 'Autosave Only', 'ADV', 'Arrogant Heroine', 'Classic Tsundere Heroine', 'Coodere Heroine', 'Enforced Playing Order', ""Protagonist's Childhood Friend as a Heroine"", ""Protagonist's Kouhai as a Heroine"", 'Siscon Support Character', 'Homemaker Protagonist', 'Pretending Heroine', 'Albino Heroine', 'Genius Heroine', 'Airhead Heroine', 'Hint Corner']"
1388,Tsuisou no Augment,2012-09-14,6.96,1.44,Medium,"['High School Student Heroine', 'Comedy', 'Time Travel', ""Protagonist's Childhood Friend as a Heroine"", 'Protagonist with a Face', 'Tsundere Heroine', 'Boke Protagonist', 'Masochist Heroine', 'Multiple Endings', ""Protagonist's Sister as a Support Character"", 'Male Protagonist', ""Protagonist's Kouhai as a Heroine"", 'ADV', 'Brocon Heroine', 'Drama', 'Female Protagonist for a Short Time', 'Genre Shift', 'Heroine with Big Breasts', 'Heroine with Glasses', 'Naked Sprites', 'Nakige', 'Protagonist with Partial Voice Acting', 'Unlockable Epilogue', 'Voiced Thoughts', 'Bad Ending(s)', 'Side Portraits']"
1389,Mebae,2011-12-16,6.89,1.44,Medium,"['Brother/Sister Romance', 'Perverted Protagonist', ""Protagonist's Full Sister as a Heroine"", ""Protagonist's Older Sister as a Heroine"", 'Loli Heroine', 'ADV', 'Harem Ending', 'Heroine with Sexual Experience', 'Impregnation', 'Male Protagonist', 'Multiple Endings', 'Pregnancy', 'Student Heroine', 'Student Protagonist', 'Forbidden Love', 'High School Student Heroine', 'Naked Sprites', 'Perverted Heroine', 'Promiscuous Heroine']"
1390,Love Tore ~Ecchi na Ren'ai Training~,2016-02-26,7.14,1.44,Medium,"['Heroine with Huge Breasts', 'Male Protagonist', 'Nameable Protagonist', 'ADV', 'Cat Cosplay', 'Date Display', 'Heroine with Big Breasts', 'Heroine with Sexual Experience', 'Kissing Scene', 'Marriage Ending', 'Modern Day Japan', 'More Than Seven Endings', 'Multiple Endings', 'Naked Sprites', 'Only Non-Virgin Heroines', 'Ponytail Heroine', 'University Student Protagonist', 'Unlockable Harem Ending', 'Voiced Default Name', 'Wedding', 'White Haired Heroine', 'Harem Ending']"
1391,Eden's Ritter - In'etsu no Seima Kishi Lucifer Hen,2017-02-24,6.76,1.43,Medium,"['Heroine with Huge Breasts', 'Female Protagonist', 'ADV', 'Dragon', 'Fighting Heroine', 'Fighting Princess Heroine', 'High Amount of Bad Endings', 'Macrophilia', 'Monsters', 'Multiple Endings', 'Orcs', 'Past Setting in a Fictional World', 'Princess Heroine', 'Stockings', 'Unicorn', 'War', 'Church']"
1392,Oba Netori ~Otto no Shiranai Midara na Kankei~,2016-04-01,7.07,1.43,Short,"[""Protagonist's Aunt as a Heroine"", 'Infidelity', 'Married Heroine', 'ADV', 'Naked Sprites', 'Under the Same Roof', 'Heroine with Children', 'Kissing Scene', 'Ponytail Heroine', 'Big Ass Heroine', 'Heroine with Beauty Mark', 'Heroine with Huge Breasts', 'Male Protagonist', 'Only Adult Heroines', 'Only a Single Heroine', 'Only Non-Virgin Heroines', 'Only Older Heroines', 'Other Perspectives', 'Protagonist with a Face', 'Single Ending']"
